job_title,company,location,detected_job_role,skill_match_percentage,matched_skills,role_skill_gaps,exact_role_match,final_precise_score,redirect_url,latitude,longitude,company_address
Manager Clinical Data Management,IQVIA India,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5680961222?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=90AF69E7C93FCFEFABF3C70C9FF4DB636CF03C80,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Meta Ads Specialist,Lascade,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5798139136?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=01C49912B1C4F95AFF254C02D061885252133D26,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Migration Case Officer,Hola World,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5831966213?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=F98FCB6B7C2CC40434161D36945F2F1C545D8C39,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Performance Marketer,Nakshathra Gold and Diamonds,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5808815071?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=E2AC7288B8CA8916DB59AAD327A9E5B9794F7482,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Performance Marketer,TheNarrate.in,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5833789558?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=375EF65B9659D3D57F48F99CD426FA44B3D5A76C,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Project Management Specialist,Fragomen,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5837120867?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=CAA48BBEC80CE9E4E7CB050912B6B620B7AC2CC2,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Project Manager,Exult Global,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5845683565?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=5C6DDC68C7A73869B2D2AD67244B6C1A2B771CA0,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
RHEL Administrator,Kyndryl,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5837138871?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=390F21389409966100B1C6C10515B3B5AF1218F6,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Relationship Manager,Policybazaar.com,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5823897710?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=0A86E41B100EDC8773026AB24FE20A1DC5E436DE,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Sales Leader - Critical Care - Kochi Based,Romsons Group,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5845683048?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=3473176630119E5D824A6133C2BD06B576FF49FF,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Sales Team Lead,IndiaMART InterMESH Limited,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5840224578?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=A92763D955AB36553AADF89C58DF7DC575EA0D6D,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Senior FP&A Analyst @Resonate CX,Acquarius Capstorm Limited,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5845683494?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=10DBE8C2839A3A13471DB8547075F66743083B36,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Senior Manager,Dream Hunters Holidays India Pvt Ltd,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5845682634?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=14F09867301F16C2B8643C3A366B4AA1F0056BBD,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Speech Therapist,Unfold Learning Studio,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5794280089?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=EB3B606CA884A43690E0C136036242020E41412B,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Sports Community Specialist,Cosmos Sports,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5838134790?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=9AF91EF5F20C4A3109218D6421CD82D9E08EBAAF,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Sr Lead – Network & Security [Cisco ACI],Kyndryl,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5837138998?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=796B1AA122C3C1FCE2B8B301188E464185D24E99,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Study Abroad Advisor,Magnate Study Abroad,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5848641142?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=79454E24B556500D0752D7D243D0C8A3121CE1E5,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Technical Project Manager,Geojit Technologies,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5840637171?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=7F73DE7EA3070C6C7CF9D4F79B998FDB8EE97A84,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Technical Project Manager,Exult Global,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5840637260?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=305B5A1F99395C55F931B8388E3C608091CC947C,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Visa Officer,Visa Roots,"Kochi, Ernakulam",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5838134532?se=RBaWb3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=FC2D7A2612448E088BB5EA1A68BC74584F8F0A12,9.98011,76.24637,"India, Kerala, Ernakulam, Kochi"
Branch Manager-GOLD LOAN,JOBS n TA HR Services,"Kollam, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5658286500?utm_medium=api&utm_source=10d03a1b,9.01303,76.6143,"India, Kerala, Kollam"
Branch Manager| Kollam,CSB Bank,"Kollam, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5309018963?utm_medium=api&utm_source=10d03a1b,9.01303,76.6143,"India, Kerala, Kollam"
Centre Manager – Operations & Sales,Hirestar job Bank,"Kollam, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5827393121?utm_medium=api&utm_source=10d03a1b,9.01303,76.6143,"India, Kerala, Kollam"
Relationship Manager - Branch Banking| Kollam,CSB Bank,"Kollam, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5758909392?utm_medium=api&utm_source=10d03a1b,9.01303,76.6143,"India, Kerala, Kollam"
Relationship Manager-Two Wheeler Finance-Sales,Kotak Mahindra Bank,"Kollam, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5833600735?utm_medium=api&utm_source=10d03a1b,9.01303,76.6143,"India, Kerala, Kollam"
SALES,jk,"Kollam, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5750260057?utm_medium=api&utm_source=10d03a1b,9.01303,76.6143,"India, Kerala, Kollam"
SMART Bazaar Store Manager- Kerala,Reliance Retail,"Kollam, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5823107036?utm_medium=api&utm_source=10d03a1b,9.01303,76.6143,"India, Kerala, Kollam"
Service Technician,Happiest Resume,"Kollam, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5828879806?utm_medium=api&utm_source=10d03a1b,9.01303,76.6143,"India, Kerala, Kollam"
Team Leader - O&G Adjacent 1 - Kollam,Paytm Payments Services,"Kollam, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5769830561?utm_medium=api&utm_source=10d03a1b,9.01303,76.6143,"India, Kerala, Kollam"
Team leader - O&G Adjacent 2 - Kollam,Paytm Payments Services,"Kollam, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5798264191?utm_medium=api&utm_source=10d03a1b,9.01303,76.6143,"India, Kerala, Kollam"
Android Developer,Brainpan Innovations,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5015653229?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Assistant Service Manager,Hirestar job Bank,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5653201435?utm_medium=api&utm_source=10d03a1b,11.2450558,75.7754716,"India, Kerala, Kozhikode"
Associate Account Manager,Wattlecorp Cybersecurity Labs,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5503836290?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Associate Account Manager - Outbound,Wattlecorp Cybersecurity Labs,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5503836286?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Branch Manager| Kozhikode,CSB Bank,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5310696099?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Branch Operations Manager| Kozhikode,CSB Bank,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5725355494?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Content Creator,HiLITE Group,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5822659670?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=384BC8149D40A11228B35BBCAA62FD027D82B842,11.16223,75.81366,"India, Kerala, Kozhikode"
Creative Copywriter,HiLITE Group,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5822232680?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=3DFD4D8EEE592E78CC772154EEE931D734C34DF0,11.16223,75.81366,"India, Kerala, Kozhikode"
Customer Relations Executive,Acaflix,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5845683104?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=63C869F781B3D81AD16567C61DE44F8EA6D18748,11.16223,75.81366,"India, Kerala, Kozhikode"
Front End Developer,,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4686702162?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Full-Stack Developer,Apistride,"Koyilandi, Kozhikode",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5846281345?utm_medium=api&utm_source=10d03a1b,11.20095,75.80415,"India, Kerala, Kozhikode, Koyilandi"
Fullstack Developer,Coddle Technologies,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/2121631481?utm_medium=api&utm_source=10d03a1b,,,"India, Kerala, Kozhikode"
Gold Loan Officer| Kozhikode,CSB Bank,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5707401052?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Hiring Branch Head for a leading Indian MNC Bank,talchemist consultancy,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/1239763164?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Laravel Developer - 1 Years Exp,Glaubetech Inventions Pvt Ltd,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4659076441?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Lead Architect,Galaxy Builders,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5845683483?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=B0F91733C152876446DC7307097E9E66A3FF436D,11.16223,75.81366,"India, Kerala, Kozhikode"
MERN (Full Stack) Developer,ICohort Business Ventures Private Limited,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4862170189?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
PHP Developer,Trogon Media Pvt Ltd,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/3815361623?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Preferred Relationship Manager,Anand Rathi Share and Stock Brokers Ltd,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5818747015?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=CEA9332B3B3163CE081796A390F18DF9835BEBCF,11.16223,75.81366,"India, Kerala, Kozhikode"
Product Development Internship,ClientCue Business Solutions,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5448174056?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Python/Odoo Developer Trainee,Cybrosys,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4801503827?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Relationship Manager-CEQ-Sales-Kozhikode - City Mall (5th Floor)-M1-M3,Tata Capital,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4801594855?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Sales Administrative Associate,Wattlecorp Cybersecurity Labs,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5503836357?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Specialist – Pre-Sales (A2),Nucore Software Solutions,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5840225940?se=bLSAc3Sc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=6913A88DE53D6ECADDCD4AC86950718338D1FD28,11.16223,75.81366,"India, Kerala, Kozhikode"
TSM/ASM,Hirestar job Bank,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5686790546?utm_medium=api&utm_source=10d03a1b,,,"India, Kerala, Kozhikode"
Technical Content Writer,wattlecorp cybersecurity labs,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4324798262?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Technical Writer,Zennode Technologies,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4420550017?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Urgent Opening | Sr. React Native Developer,AC INFOTECH,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/2850994551?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Videographer cum Video Editor,Zenfident HR Solutions,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5680028593?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Wordpress Developer,Coddle Technologies,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/2121631462?utm_medium=api&utm_source=10d03a1b,,,"India, Kerala, Kozhikode"
Zonal Head TPP - Branch Banking| Kozhikode,CSB Bank,"Kozhikode, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5595972855?utm_medium=api&utm_source=10d03a1b,11.16223,75.81366,"India, Kerala, Kozhikode"
Airline Ticketing Executive at Madurai Airport in Leading Airline.,Fronix Services,"Melur, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5845541890?utm_medium=api&utm_source=10d03a1b,9.9357,78.1158,"India, Tamil Nadu, Madurai, Melur"
BIM Architect,Smart Work Consultants,"Melur, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5817846815?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai, Melur"
Billing and Supply Staff — Paanai Eatery @ GKF Hospital,GKF,"Madurai South, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5837548571?utm_medium=api&utm_source=10d03a1b,9.91995,78.087,"India, Tamil Nadu, Madurai, Madurai South"
Business Developer,Uplogic Technologies Pvt ltd,"Madurai, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/2115053128?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai"
Business Intelligence & Analytics Manager,Smart Work Consultants,"Melur, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5810415914?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai, Melur"
Customer Relationship Executive,Smart Work Consultants,"Melur, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5835453573?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai, Melur"
EDP Executive,Smart Work Consultants,"Melur, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5818315723?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai, Melur"
Electrician,GKF,"Madurai South, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5840603337?utm_medium=api&utm_source=10d03a1b,9.91995,78.087,"India, Tamil Nadu, Madurai, Madurai South"
Factory Manager - Garments,Smart Work Consultants,"Melur, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5835453569?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai, Melur"
Finance & Accounts Head,Smart Work Consultants,"Melur, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5812267009?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai, Melur"
Flutter Developer,M8 IT Solutions,"Madurai, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5451110566?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai"
HCL Hiring Fresher (2024/2026) Process associate _non-Voice process for Madurai Location Virtual interview drive on 29th July 2026_12:30 PM - 1:30 PM,HCLTech,"Madurai, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5820963782?se=TpmqX3Sc8RGlrvMe-VN8Yg&utm_medium=api&utm_source=10d03a1b&v=F2BB828ACFB12059A31453BE9EE05FD40A2A1681,9.91051,78.1158,"India, Tamil Nadu, Madurai"
Head of School,The Indian Public School Globeducate India,"Madurai, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5845682586?se=TpmqX3Sc8RGlrvMe-VN8Yg&utm_medium=api&utm_source=10d03a1b&v=6E82E915AB4BC90E4CAA6BE8C55BD9B10FCF4498,9.91051,78.1158,"India, Tamil Nadu, Madurai"
Hiring For Airport Ground Staff Executive Freshers,Fronix Services,"Melur, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5847087518?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai, Melur"
"IT, AI & Digital Media Executive",GKF,"Madurai South, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5836846671?utm_medium=api&utm_source=10d03a1b,9.91995,78.087,"India, Tamil Nadu, Madurai, Madurai South"
Junior Developer,,"Madurai, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4686702219?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai"
Key Account Manager,Biotech Healthcare,"Madurai, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5801395771?se=TpmqX3Sc8RGlrvMe-VN8Yg&utm_medium=api&utm_source=10d03a1b&v=7D209C1CCA4AE5FEEC76DF86BB57EA216239ABF6,9.91051,78.1158,"India, Tamil Nadu, Madurai"
Production Manager Rubber products Manufacturing-Madurai,The Banyan HR Consults Chennai,"Madurai, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5789116518?se=TpmqX3Sc8RGlrvMe-VN8Yg&utm_medium=api&utm_source=10d03a1b&v=16CBCEE601E4D1800FB6EDF44C54E111B25D0AE2,9.91051,78.1158,"India, Tamil Nadu, Madurai"
Production Supervisor,Smart Work Consultants,"Melur, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5818315724?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai, Melur"
Regional Manager - Theni,Nvron Life science Limited,"Peraiyur, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5828376094?utm_medium=api&utm_source=10d03a1b,10.0453,77.49195,"India, Tamil Nadu, Madurai, Peraiyur"
Sales Coordinator,Smart Work Consultants,"Melur, Madurai",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5831925279?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai, Melur"
Sound-Box service - Troubleshooting/Replacement/Repair,Paytm,"Madurai, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4444041133?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai"
Technical Content Writer,IdeaLaunch Tech Solution,"Madurai, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5447911617?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai"
Wordpress Developer,IdeaLaunch Tech Solution,"Madurai, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5447911585?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai"
iOS Developer,Introvc,"Madurai, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/3576196162?utm_medium=api&utm_source=10d03a1b,9.91051,78.1158,"India, Tamil Nadu, Madurai"
AI & ML Intern,LezDo TechMed Private Limited,"Omalur, Salem",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5822617788?utm_medium=api&utm_source=10d03a1b,11.711,78.1292,"India, Tamil Nadu, Salem, Omalur"
Acquisition Manager-Sales-Sales,Kotak Mahindra Bank,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5749673281?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Acquisition Manager-Sales-Sales,Kotak Mahindra Bank,"Sankari, Salem",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5797378803?utm_medium=api&utm_source=10d03a1b,11.42595,77.9269,"India, Tamil Nadu, Salem, Sankari"
Area manager - Namakkal,Nvron Life science Limited,"Edappadi, Salem",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5828376077?utm_medium=api&utm_source=10d03a1b,11.2204,78.17115,"India, Tamil Nadu, Salem, Edappadi"
Auto Branding Verification Executive- Salem,2coms,"Omalur, Salem",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5822617784?utm_medium=api&utm_source=10d03a1b,11.6512,78.1453,"India, Tamil Nadu, Salem, Omalur"
Branch Manager - Salem,Nippon India Mutual Fund,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5467668006?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Customer Relationship Officer| Salem,CSB Bank,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5725372175?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Deputy Manager - GL RCU & Vigilance,Bajaj Finserv,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5813701457?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Director of Development,Salem Academy Charter School,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5412332465?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Facilities and Supplies Specialist,Frontier Dermatology,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5788466433?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Immediate Openings For Certified ED Facility Coders @ Vee Healthtek,Vee Healthtek Private Limited,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5804149625?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
KRAFTFAHRER BETONMISCHFAHRZEUG/ STELLVERTR. MISCHMEISTER/MASCHINIST (M/W/D),Betonwerk Sa,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5817333264?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Key Relationship Manager - Banca Channel,SkillLabs,"Omalur, Salem",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5842099472?utm_medium=api&utm_source=10d03a1b,11.6512,78.1453,"India, Tamil Nadu, Salem, Omalur"
"PYP Coordinator needed in a School in Salem, Tamil Nadu - ( Job ID - 23909)",EducoHire,"Omalur, Salem",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5828375192?utm_medium=api&utm_source=10d03a1b,11.7204,78.1678,"India, Tamil Nadu, Salem, Omalur"
Physical Therapy Assistant PRN (55319),Livingston Hospital,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5752355253?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Relationship Manager,Altum Credo,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5727273996?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Relationship Manager-CONSTRUCTION EQUIPMENT (CE)-Marketing Branches Operations,Kotak Mahindra Bank,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5808484004?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
